Name,Sex,Number of Beds,Purpose,Date,Time
Ty Alarch,Female,2,Rehab,2024-09-19,19:11:19
Cygnet Churchill,Male,2,Rehab,2024-09-19,19:11:19
1 Vincent Court,Male,2,Rehab,2024-09-19,19:11:19
15 The Sycamores,Male,2,Rehab,2024-09-19,19:11:19
Cygnet Delfryn Lodge,Female,2,Rehab,2024-09-19,19:11:19
Cygnet Aspen House,Female,2,Rehab,2024-09-19,19:11:19
12 Woodcross Street,Male,1,Rehab,2024-09-19,19:11:19
Cygnet St Teilo House,Female,1,Rehab,2024-09-19,19:11:19
20A and 20B Turls Hill Road,Male,1,Rehab,2024-09-19,19:11:19
Cygnet Hospital Colchester,Male,1,Rehab,2024-09-19,19:11:19
Cygnet Lodge Woking,Male,1,Rehab,2024-09-19,19:11:19
Cygnet Hospital Kewstoke,Female,4,PDU,2024-09-19,19:11:19
Cygnet Hospital Beckton,Female,4,PDU,2024-09-19,19:11:19
Cygnet Hospital Maidstone,Female,3,PDU,2024-09-19,19:11:19
Cygnet Maple House,Female,3,PDU,2024-09-19,19:11:19
Cygnet Hospital Bury,Male,1,PDU,2024-09-19,19:11:19
Cygnet Hospital Clifton,Male,1,PDU,2024-09-19,19:11:19
Cygnet Acer Clinic,Female,1,PDU,2024-09-19,19:11:19
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Taunton,Male,3,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Wolverhampton,Male,3,Acute/PICU,2024-09-19,19:11:19
Cygnet Appletree,Female,3,Acute/PICU,2024-09-19,19:11:19
Cygnet Victoria House,Male,3,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Bierley,Female,3,Acute/PICU,2024-09-19,19:11:19
Cygnet Appletree,Female,2,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Godden Green,Female,2,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Taunton,Female,2,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Maidstone,Male,1,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Bierley,Male,1,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Stevenage,Female,1,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Kewstoke,Female,1,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-09-19,19:11:19
Cygnet Hospital Kewstoke,Female,4,PDU,2024-09-21,10:15:40
Cygnet Hospital Beckton,Female,4,PDU,2024-09-21,10:15:40
Cygnet Hospital Maidstone,Female,3,PDU,2024-09-21,10:15:40
Cygnet Hospital Bury,Male,1,PDU,2024-09-21,10:15:40
Cygnet Hospital Clifton,Male,1,PDU,2024-09-21,10:15:40
Cygnet Maple House,Female,1,PDU,2024-09-21,10:15:40
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Godden Green,Female,3,Acute/PICU,2024-09-21,10:15:40
Cygnet Appletree,Female,3,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Wolverhampton,Male,3,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Kewstoke,Female,3,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Wolverhampton,Male,3,Acute/PICU,2024-09-21,10:15:40
Cygnet Victoria House,Male,3,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Bierley,Female,2,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Maidstone,Male,2,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Taunton,Female,2,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Bierley,Male,2,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Harrogate,Male,1,Acute/PICU,2024-09-21,10:15:40
Cygnet Churchill,Male,1,Acute/PICU,2024-09-21,10:15:40
Cygnet Appletree,Female,1,Acute/PICU,2024-09-21,10:15:40
Cygnet Hospital Blackheath,Male,1,Acute/PICU,2024-09-21,10:15:40
Cygnet Lodge Salford,Female,4,Rehab,2024-09-21,10:15:40
Cygnet Storthfield House,Male,4,Rehab,2024-09-21,10:15:40
Cygnet Hospital Derby,Male,4,Rehab,2024-09-21,10:15:40
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-09-21,10:15:40
Cygnet St Augustine’s,Male,4,Rehab,2024-09-21,10:15:40
Cygnet Delfryn House,Male,4,Rehab,2024-09-21,10:15:40
Cygnet Fountains,Male,4,Rehab,2024-09-21,10:15:40
Cygnet Lodge Kenton,Female,3,Rehab,2024-09-21,10:15:40
Cygnet Sherwood House,Male,3,Rehab,2024-09-21,10:15:40
Cygnet Oaks,Male,3,Rehab,2024-09-21,10:15:40
Cygnet Delfryn Lodge,Female,3,Rehab,2024-09-21,10:15:40
Cygnet Aspen House,Female,2,Rehab,2024-09-21,10:15:40
Ty Alarch,Female,2,Rehab,2024-09-21,10:15:40
15 The Sycamores,Male,2,Rehab,2024-09-21,10:15:40
1 Vincent Court,Male,2,Rehab,2024-09-21,10:15:40
Cygnet Churchill,Male,2,Rehab,2024-09-21,10:15:40
Cygnet St Teilo House,Female,1,Rehab,2024-09-21,10:15:40
12 Woodcross Street,Male,1,Rehab,2024-09-21,10:15:40
Cygnet Lodge Woking,Male,1,Rehab,2024-09-21,10:15:40
20A and 20B Turls Hill Road,Male,1,Rehab,2024-09-21,10:15:40
Cygnet Hospital Kewstoke,Female,4,PDU,2024-09-22,10:16:12
Cygnet Hospital Beckton,Female,4,PDU,2024-09-22,10:16:12
Cygnet Hospital Maidstone,Female,3,PDU,2024-09-22,10:16:12
Cygnet Hospital Bury,Male,1,PDU,2024-09-22,10:16:12
Cygnet Hospital Clifton,Male,1,PDU,2024-09-22,10:16:12
Cygnet Maple House,Female,1,PDU,2024-09-22,10:16:12
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Kewstoke,Male,3,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Taunton,Male,3,Acute/PICU,2024-09-22,10:16:12
Cygnet Appletree,Female,3,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Bierley,Female,2,Acute/PICU,2024-09-22,10:16:12
Cygnet Appletree,Female,2,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Hexham,Female,2,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Hexham,Female,2,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Taunton,Female,2,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-09-22,10:16:12
Cygnet Victoria House,Male,1,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Wolverhampton,Male,1,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Harrogate,Male,1,Acute/PICU,2024-09-22,10:16:12
Cygnet Hospital Blackheath,Male,1,Acute/PICU,2024-09-22,10:16:12
Cygnet Lodge Salford,Female,4,Rehab,2024-09-22,10:16:12
Cygnet Storthfield House,Male,4,Rehab,2024-09-22,10:16:12
Cygnet Hospital Derby,Male,4,Rehab,2024-09-22,10:16:12
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-09-22,10:16:12
Cygnet St Augustine’s,Male,4,Rehab,2024-09-22,10:16:12
Cygnet Delfryn House,Male,4,Rehab,2024-09-22,10:16:12
Cygnet Fountains,Male,4,Rehab,2024-09-22,10:16:12
Cygnet Lodge Kenton,Female,3,Rehab,2024-09-22,10:16:12
Cygnet Sherwood House,Male,3,Rehab,2024-09-22,10:16:12
Cygnet Oaks,Male,3,Rehab,2024-09-22,10:16:12
Cygnet Delfryn Lodge,Female,3,Rehab,2024-09-22,10:16:12
Cygnet Aspen House,Female,2,Rehab,2024-09-22,10:16:12
Ty Alarch,Female,2,Rehab,2024-09-22,10:16:12
15 The Sycamores,Male,2,Rehab,2024-09-22,10:16:12
1 Vincent Court,Male,2,Rehab,2024-09-22,10:16:12
Cygnet Churchill,Male,2,Rehab,2024-09-22,10:16:12
Cygnet St Teilo House,Female,1,Rehab,2024-09-22,10:16:12
12 Woodcross Street,Male,1,Rehab,2024-09-22,10:16:12
Cygnet Lodge Woking,Male,1,Rehab,2024-09-22,10:16:12
20A and 20B Turls Hill Road,Male,1,Rehab,2024-09-22,10:16:12Cygnet Lodge Salford,Female,4,Rehab,2024-09-23,10:58:02
Cygnet Storthfield House,Male,4,Rehab,2024-09-23,10:58:02
Cygnet Hospital Derby,Male,4,Rehab,2024-09-23,10:58:02
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-09-23,10:58:02
Cygnet St Augustine’s,Male,4,Rehab,2024-09-23,10:58:02
Cygnet Delfryn House,Male,4,Rehab,2024-09-23,10:58:02
Cygnet Fountains,Male,4,Rehab,2024-09-23,10:58:02
Cygnet Lodge Kenton,Female,3,Rehab,2024-09-23,10:58:02
Cygnet Sherwood House,Male,3,Rehab,2024-09-23,10:58:02
Cygnet Oaks,Male,3,Rehab,2024-09-23,10:58:02
Cygnet Delfryn Lodge,Female,3,Rehab,2024-09-23,10:58:02
Cygnet Aspen House,Female,2,Rehab,2024-09-23,10:58:02
Ty Alarch,Female,2,Rehab,2024-09-23,10:58:02
15 The Sycamores,Male,2,Rehab,2024-09-23,10:58:02
1 Vincent Court,Male,2,Rehab,2024-09-23,10:58:02
Cygnet Churchill,Male,2,Rehab,2024-09-23,10:58:02
Cygnet St Teilo House,Female,1,Rehab,2024-09-23,10:58:02
12 Woodcross Street,Male,1,Rehab,2024-09-23,10:58:02
Cygnet Lodge Woking,Male,1,Rehab,2024-09-23,10:58:02
20A and 20B Turls Hill Road,Male,1,Rehab,2024-09-23,10:58:02
Cygnet Hospital Kewstoke,Female,4,PDU,2024-09-23,10:58:02
Cygnet Hospital Beckton,Female,4,PDU,2024-09-23,10:58:02
Cygnet Hospital Maidstone,Female,3,PDU,2024-09-23,10:58:02
Cygnet Hospital Bury,Male,1,PDU,2024-09-23,10:58:02
Cygnet Hospital Clifton,Male,1,PDU,2024-09-23,10:58:02
Cygnet Maple House,Female,1,PDU,2024-09-23,10:58:02
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-09-23,10:58:02
Cygnet Appletree,Female,3,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Kewstoke,Male,3,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Oldbury,Female,3,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Hexham,Female,2,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Bierley,Male,1,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-09-23,10:58:02
Cygnet Hospital Harrogate,Male,1,Acute/PICU,2024-09-23,10:58:02
Cygnet Lodge Salford,Female,4,Rehab,2024-09-24,10:18:55
Cygnet Storthfield House,Male,4,Rehab,2024-09-24,10:18:55
Cygnet Hospital Derby,Male,4,Rehab,2024-09-24,10:18:55
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-09-24,10:18:55
Cygnet St Augustine’s,Male,4,Rehab,2024-09-24,10:18:55
Cygnet Delfryn House,Male,4,Rehab,2024-09-24,10:18:55
Cygnet Fountains,Male,4,Rehab,2024-09-24,10:18:55
Cygnet Lodge Kenton,Female,3,Rehab,2024-09-24,10:18:55
Cygnet Sherwood House,Male,3,Rehab,2024-09-24,10:18:55
Cygnet Oaks,Male,3,Rehab,2024-09-24,10:18:55
Cygnet Delfryn Lodge,Female,3,Rehab,2024-09-24,10:18:55
Cygnet Aspen House,Female,2,Rehab,2024-09-24,10:18:55
Ty Alarch,Female,2,Rehab,2024-09-24,10:18:55
15 The Sycamores,Male,2,Rehab,2024-09-24,10:18:55
1 Vincent Court,Male,2,Rehab,2024-09-24,10:18:55
Cygnet Churchill,Male,2,Rehab,2024-09-24,10:18:55
Cygnet St Teilo House,Female,1,Rehab,2024-09-24,10:18:55
12 Woodcross Street,Male,1,Rehab,2024-09-24,10:18:55
Cygnet Lodge Woking,Male,1,Rehab,2024-09-24,10:18:55
20A and 20B Turls Hill Road,Male,1,Rehab,2024-09-24,10:18:55
Cygnet Hospital Kewstoke,Female,4,PDU,2024-09-24,10:18:55
Cygnet Hospital Beckton,Female,4,PDU,2024-09-24,10:18:55
Cygnet Hospital Maidstone,Female,3,PDU,2024-09-24,10:18:55
Cygnet Hospital Bury,Male,1,PDU,2024-09-24,10:18:55
Cygnet Hospital Clifton,Male,1,PDU,2024-09-24,10:18:55
Cygnet Maple House,Female,1,PDU,2024-09-24,10:18:55
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Kewstoke,Male,3,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Kewstoke,Female,3,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Oldbury,Female,3,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-09-24,10:18:55
Cygnet Appletree,Female,2,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Hexham,Female,2,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Taunton,Female,1,Acute/PICU,2024-09-24,10:18:55
Cygnet Appletree,Female,1,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Stevenage,Female,1,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Harrogate,Male,1,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Blackheath,Male,1,Acute/PICU,2024-09-24,10:18:55
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-09-24,10:18:55
Cygnet Storthfield House,Male,4,Rehab,2024-09-25,10:19:14
Cygnet Lodge Salford,Female,4,Rehab,2024-09-25,10:19:14
Cygnet Hospital Derby,Male,4,Rehab,2024-09-25,10:19:14
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-09-25,10:19:14
Cygnet St Augustine’s,Male,4,Rehab,2024-09-25,10:19:14
Cygnet Delfryn House,Male,4,Rehab,2024-09-25,10:19:14
Cygnet Fountains,Male,4,Rehab,2024-09-25,10:19:14
Cygnet Lodge Kenton,Female,3,Rehab,2024-09-25,10:19:14
Cygnet Sherwood House,Male,3,Rehab,2024-09-25,10:19:14
Cygnet Oaks,Male,3,Rehab,2024-09-25,10:19:14
Cygnet Delfryn Lodge,Female,3,Rehab,2024-09-25,10:19:14
Cygnet Aspen House,Female,2,Rehab,2024-09-25,10:19:14
Ty Alarch,Female,2,Rehab,2024-09-25,10:19:14
Cygnet Churchill,Male,2,Rehab,2024-09-25,10:19:14
1 Vincent Court,Male,2,Rehab,2024-09-25,10:19:14
15 The Sycamores,Male,2,Rehab,2024-09-25,10:19:14
Cygnet Lodge Woking,Male,1,Rehab,2024-09-25,10:19:14
12 Woodcross Street,Male,1,Rehab,2024-09-25,10:19:14
20A and 20B Turls Hill Road,Male,1,Rehab,2024-09-25,10:19:14
Cygnet St Teilo House,Female,1,Rehab,2024-09-25,10:19:14
Cygnet Hospital Kewstoke,Female,4,PDU,2024-09-25,10:19:14
Cygnet Hospital Beckton,Female,4,PDU,2024-09-25,10:19:14
Cygnet Hospital Maidstone,Female,3,PDU,2024-09-25,10:19:14
Cygnet Hospital Bury,Male,1,PDU,2024-09-25,10:19:14
Cygnet Hospital Clifton,Male,1,PDU,2024-09-25,10:19:14
Cygnet Maple House,Female,1,PDU,2024-09-25,10:19:14
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Kewstoke,Male,3,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Oldbury,Female,3,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Kewstoke,Male,3,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Kewstoke,Female,3,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Taunton,Female,2,Acute/PICU,2024-09-25,10:19:14
Cygnet Victoria House,Male,2,Acute/PICU,2024-09-25,10:19:14
Cygnet Appletree,Female,2,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Maidstone,Male,2,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Hexham,Female,2,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Stevenage,Female,1,Acute/PICU,2024-09-25,10:19:14
Cygnet Victoria House,Male,1,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Harrogate,Male,1,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-09-25,10:19:14
Cygnet Appletree,Female,1,Acute/PICU,2024-09-25,10:19:14
Cygnet Hospital Blackheath,Male,1,Acute/PICU,2024-09-25,10:19:14
Cygnet Storthfield House,Male,4,Rehab,2024-09-26,10:18:15
Cygnet Lodge Salford,Female,4,Rehab,2024-09-26,10:18:15
Cygnet Hospital Derby,Male,4,Rehab,2024-09-26,10:18:15
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-09-26,10:18:15
Cygnet St Augustine’s,Male,4,Rehab,2024-09-26,10:18:15
Cygnet Delfryn House,Male,4,Rehab,2024-09-26,10:18:15
Cygnet Fountains,Male,4,Rehab,2024-09-26,10:18:15
Cygnet Lodge Kenton,Female,3,Rehab,2024-09-26,10:18:15
Cygnet Sherwood House,Male,3,Rehab,2024-09-26,10:18:15
Cygnet Oaks,Male,3,Rehab,2024-09-26,10:18:15
Cygnet Delfryn Lodge,Female,3,Rehab,2024-09-26,10:18:15
Cygnet Aspen House,Female,2,Rehab,2024-09-26,10:18:15
Ty Alarch,Female,2,Rehab,2024-09-26,10:18:15
Cygnet Churchill,Male,2,Rehab,2024-09-26,10:18:15
1 Vincent Court,Male,2,Rehab,2024-09-26,10:18:15
15 The Sycamores,Male,2,Rehab,2024-09-26,10:18:15
Cygnet Lodge Woking,Male,1,Rehab,2024-09-26,10:18:15
12 Woodcross Street,Male,1,Rehab,2024-09-26,10:18:15
20A and 20B Turls Hill Road,Male,1,Rehab,2024-09-26,10:18:15
Cygnet St Teilo House,Female,1,Rehab,2024-09-26,10:18:15
Cygnet Hospital Kewstoke,Female,4,PDU,2024-09-26,10:18:15
Cygnet Hospital Beckton,Female,4,PDU,2024-09-26,10:18:15
Cygnet Hospital Maidstone,Female,3,PDU,2024-09-26,10:18:15
Cygnet Hospital Bury,Male,1,PDU,2024-09-26,10:18:15
Cygnet Hospital Clifton,Male,1,PDU,2024-09-26,10:18:15
Cygnet Maple House,Female,1,PDU,2024-09-26,10:18:15
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Kewstoke,Male,3,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Oldbury,Female,3,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Taunton,Female,3,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Kewstoke,Female,3,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Kewstoke,Male,3,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Hexham,Female,2,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Godden Green,Female,2,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Hexham,Female,2,Acute/PICU,2024-09-26,10:18:15
Cygnet Victoria House,Male,2,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-09-26,10:18:15
Cygnet Appletree,Female,2,Acute/PICU,2024-09-26,10:18:15
Cygnet Appletree,Female,2,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Maidstone,Male,2,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Bierley,Female,1,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Colchester,Male,1,Acute/PICU,2024-09-26,10:18:15
Cygnet Victoria House,Male,1,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Wyke,Male,1,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Wyke,Male,1,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Harrogate,Male,1,Acute/PICU,2024-09-26,10:18:15
Cygnet Hospital Blackheath,Male,1,Acute/PICU,2024-09-26,10:18:15
Cygnet Storthfield House,Male,4,Rehab,2024-09-27,10:18:24
Cygnet Lodge Salford,Female,4,Rehab,2024-09-27,10:18:24
Cygnet Hospital Derby,Male,4,Rehab,2024-09-27,10:18:24
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-09-27,10:18:24
Cygnet St Augustine’s,Male,4,Rehab,2024-09-27,10:18:24
Cygnet Delfryn House,Male,4,Rehab,2024-09-27,10:18:24
Cygnet Fountains,Male,4,Rehab,2024-09-27,10:18:24
Cygnet Lodge Kenton,Female,3,Rehab,2024-09-27,10:18:24
Cygnet Sherwood House,Male,3,Rehab,2024-09-27,10:18:24
Cygnet Oaks,Male,3,Rehab,2024-09-27,10:18:24
Cygnet Delfryn Lodge,Female,3,Rehab,2024-09-27,10:18:24
Cygnet Aspen House,Female,2,Rehab,2024-09-27,10:18:24
Ty Alarch,Female,2,Rehab,2024-09-27,10:18:24
Cygnet Churchill,Male,2,Rehab,2024-09-27,10:18:24
1 Vincent Court,Male,2,Rehab,2024-09-27,10:18:24
15 The Sycamores,Male,2,Rehab,2024-09-27,10:18:24
Cygnet Lodge Woking,Male,1,Rehab,2024-09-27,10:18:24
12 Woodcross Street,Male,1,Rehab,2024-09-27,10:18:24
20A and 20B Turls Hill Road,Male,1,Rehab,2024-09-27,10:18:24
Cygnet St Teilo House,Female,1,Rehab,2024-09-27,10:18:24
Cygnet Hospital Kewstoke,Female,4,PDU,2024-09-27,10:18:24
Cygnet Hospital Beckton,Female,4,PDU,2024-09-27,10:18:24
Cygnet Hospital Maidstone,Female,3,PDU,2024-09-27,10:18:24
Cygnet Hospital Bury,Male,1,PDU,2024-09-27,10:18:24
Cygnet Hospital Clifton,Male,1,PDU,2024-09-27,10:18:24
Cygnet Maple House,Female,1,PDU,2024-09-27,10:18:24
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-09-27,10:18:24
Cygnet Appletree,Female,3,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Kewstoke,Male,3,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Kewstoke,Female,3,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Taunton,Female,2,Acute/PICU,2024-09-27,10:18:24
Cygnet Appletree,Female,2,Acute/PICU,2024-09-27,10:18:24
Cygnet Victoria House,Male,2,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Oldbury,Female,2,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Hexham,Female,2,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Wyke,Male,1,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Maidstone,Male,1,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Wolverhampton,Male,1,Acute/PICU,2024-09-27,10:18:24
Cygnet Churchill,Male,1,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-09-27,10:18:24
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-09-27,10:18:24
Cygnet Storthfield House,Male,4,Rehab,2024-09-28,10:15:39
Cygnet Lodge Salford,Female,4,Rehab,2024-09-28,10:15:39
Cygnet Hospital Derby,Male,4,Rehab,2024-09-28,10:15:39
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-09-28,10:15:39
Cygnet St Augustine’s,Male,4,Rehab,2024-09-28,10:15:39
Cygnet Delfryn House,Male,4,Rehab,2024-09-28,10:15:39
Cygnet Fountains,Male,4,Rehab,2024-09-28,10:15:39
